"X","Y"
7,88.58
7,91.84
7,88.44
7,87.84
7,89.34
7,88.52
7,96.07
7,83.88
7,84.15
7,84.93
7,75.12
7,96.32
7,89.24
7,88.8
7,88.21
7,81.79
7,88.39
7,93.07
7,94.45
7,93.02
7,88.76
7,96.03
7,83.03
7,90.44
7,96.82
7,94.46
7,99.52
7,81.97
7,85.25
7,84.74
7,83.24
7,86.77
7,86.72
7,91.72
7,85.05
7,95.25
7,84.23
7,87.74
7,88.6
7,88.32
7,89.54
7,83.15
7,92.43
7,90.96
7,88.6
7,92.72
7,87.07
7,90.13
7,98.43
7,95.12
7,94.18
7,81.3
7,91.27
7,86.95
7,95.36
7,90.85
7,94.29
7,94.06
7,93.69
7,92.53
7,94.69
7,90.88
7,87.14
7,87.76
7,84.02
7,92.52
7,87.69
7,87.86
7,90.73
7,84.58
7,92.38
7,95.1
7,92.61
7,89.73
7,89.59
7,91.24
7,90.3
7,90.94
7,85.55
7,93.96
7,90.51
7,86.18
7,86.84
7,90.3
7,88.29
7,84.56
7,87.55
7,86.41
7,90.86
7,90.97
7,97.02
7,93.81
7,91.91
7,91.53
7,86.81
7,92.94
7,86.57
7,91.45
7,89.17
7,97.51
7,85.04
7,94.11
7,86.87
7,81.85
7,88.09
7,84.41
7,89.35
7,87.9
7,95.02
7,91.62
7,90.34
7,89.29
7,87.79
7,88.32
7,96.03
7,87.43
7,92.57
7,90.99
7,98.78
7,93.35
7,86.35
7,91.39
7,93.9
7,89.77
7,91.88
7,91.61
7,86.36
7,86.73
7,95.4
7,97.58
7,88.92
7,87.43
7,79.81
7,89.2
7,97.19
7,95.06
7,91.23
7,83.07
7,88.95
7,87.66
7,89.77
7,91.58
7,91.93
7,87.01
7,87.67
7,87.39
7,85.96
7,83.88
7,94.97
7,91.03
7,96.49
7,99
7,97.25
7,86.86
7,88.03
7,87.04
7,88.08
7,83.41
7,102.48
7,89.82
7,81.36
7,90.3
7,93.03
7,90.53
7,83.49
7,83.22
7,94.79
7,95.07
7,88.36
7,89.59
7,82.54
7,85.46
7,94.09
7,93.45
7,83.15
7,95.57
7,82.3
7,90.95
7,96.37
7,90.03
7,82.87
7,89.39
7,91.28
7,95.68
7,94.14
7,94.98
7,89.35
7,88.18
7,93.99
7,85.26
7,102.06
7,85.2
7,87.51
7,93.46
7,92.46
7,84.26
7,89.66
7,94.28
7,89.3
7,90.61
7,85.35
7,87.41
7,86.36
7,94.22
7,90.84
7,94.17
7,92.92
7,92.9
7,94.89
7,92.32
7,77.6
7,85.74
7,88.95
7,92.01
7,85.96
7,87.82
7,91.87
7,93.39
7,88.42
7,86.64
7,91.95
7,87.72
7,80.24
7,83.14
7,92.44
7,96.06
7,90.92
7,95.06
7,93.23
7,79.63
7,92.07
7,88.44
7,82.92
7,85.97
7,92.27
7,89.34
7,89.81
7,90.44
7,94.73
7,91.09
7,85.87
7,84
7,88.1
7,91.3
7,89.03
7,93.51
7,94.05
7,83.42
7,86.14
7,89.83
7,91.98
7,88.49
7,85.35
7,89.96
7,87.94
7,94.88
7,94.9
7,78.53
7,91.2
7,91.95
7,90.8
7,86.23
7,87.08
7,92.42
7,89.24
7,87.22
7,89.33
7,94.55
7,91.36
7,89.47
7,91.57
7,90.59
7,86.82
7,91.85
7,90.78
7,93.81
7,94.57
7,86.62
7,84.39
7,91.83
7,92.57
7,82.25
7,92.96
7,92.58
7,93.45
7,96.55
7,92.8
7,85.35
7,89.63
7,85.16
7,88.87
7,80.19
7,94.42
7,87.52
7,81.13
7,91.36
7,89.84
7,96.18
7,94.56
7,83.29
7,90.19
7,97.61
7,85.46
7,93.05
7,90.03
7,91.39
7,89.22
7,97.94
7,87.52
7,90.96
7,87.37
7,88.31
7,86.13
7,91.56
7,86.57
7,86.79
7,90.49
7,91.03
7,88.41
7,82.16
7,92.38
7,91.75
7,86.58
7,84.81
7,94.14
7,85.79
7,90.22
7,87.64
7,94.56
7,90.94
7,90.3
7,89.35
7,80.55
7,93.91
7,95.83
7,90.22
7,92.36
7,93.65
7,86.6
7,90.09
7,80.34
7,88.67
7,87.64
7,89.65
7,92.4
7,87.25
7,94.57
7,78.28
7,96.85
7,85.42
7,93.14
7,89.36
7,91.31
7,97.01
7,103.12
7,99.38
7,82.56
7,82.88
7,92.94
7,86.61
7,87.67
7,93.22
7,89.86
7,90.79
7,98.74
7,89.61
7,92.19
7,83.43
7,89.48
7,92.44
7,91.32
7,97.31
7,96.15
7,84.69
7,85.91
7,87.88
7,84.01
7,87.62
7,92.27
7,93.12
7,88.13
7,84.58
7,92.01
7,86.03
7,83.72
7,96
7,89.96
7,94.08
7,90.54
7,96.63
7,97.14
7,90.46
7,90.1
7,89.09
7,85.98
7,95.81
7,86.36
7,92.17
7,89.53
7,97.83
7,94.12
7,87.3
7,90.54
7,83.53
7,83.76
7,96.77
7,89.33
7,91.38
7,90.15
7,83.66
7,79.27
7,85.87
7,85.97
7,90.87
7,90.45
7,97.37
7,88.17
7,88.77
7,83.62
7,97.24
7,89.39
7,87.57
7,88.45
7,90.41
7,90.1
7,86.68
7,91.13
7,90.74
7,91.44
7,89.37
7,97.42
7,92.36
7,87.43
7,90.8
7,87.84
7,92.85
7,93.57
7,86.9
7,89.86
7,91.38
7,82.72
7,88.15
7,97.95
7,90.73
7,86.5
7,91.71
7,99.3
7,95.78
7,92.86
7,98.11
7,87.28
7,90.46
7,91.8
7,84.07
7,84.29
7,87.42
7,92.81
7,87.8
7,90.59
7,94.56
7,85.92
7,87.63
7,90.19
7,88.78
7,87.21
7,95.74
7,94
7,88.99
7,91.76
7,77.34
7,78.61
7,89.46
7,87.81
7,96.52
7,95.88
7,93.5
7,86.36
7,84.38
7,86.72
7,91.09
7,90.26
7,88.74
7,90.16
7,97.1
7,86.43
7,84.08
7,91.2
7,91.25
7,81.55
7,87.51
7,86.23
7,90.03
7,83.99
7,83.97
7,86.18
7,92.9
7,91.86
7,101.69
7,94.15
7,93.71
7,92.26
7,81.95
7,87.82
7,90.02
7,90.41
7,97.04
7,87.71
7,93.05
7,81.64
7,94.12
7,85.14
7,85.48
7,94.93
7,84.74
7,80.96
7,93.91
7,88.72
7,88.74
7,93.93
7,93.84
7,95.73
7,82.86
7,95.92
7,93.54
7,83.09
7,80.47
7,90.92
7,97.16
7,90.49
7,89.41
7,89.22
7,88.97
7,97.39
7,92.01
7,88.39
7,90.14
7,86.59
7,90.64
7,91.96
7,88.81
7,92.25
7,83.72
7,86.32
7,92.26
7,93.32
7,93.62
7,79.03
7,94.72
7,88.9
7,93.48
7,92.54
7,86.92
7,98.39
7,84.29
7,92.41
7,87.83
7,93.02
7,81.02
7,91.98
7,90.22
7,94.44
7,92.86
7,99.54
7,89.21
7,88.72
7,93.01
7,94.36
7,95.56
7,89.49
7,91.41
7,89.84
7,85.21
7,80.46
7,91.93
7,93.94
7,88.99
7,99.61
7,87.2
7,86.77
7,98.04
7,90.01
7,89.4
7,96.01
7,97.22
7,88.04
7,96.44
7,90.34
7,88.34
7,87.1
7,95.79
7,85.56
7,92.65
7,88.54
7,102.07
7,83.06
7,94.28
7,97.92
7,90.03
7,92.5
7,90.02
7,89.51
7,92.44
7,87.84
7,98.06
7,92.35
7,85.74
7,86.1
7,90.08
7,82.55
7,84.95
7,89.52
7,92.55
7,96.17
7,85.16
7,79.58
7,87.4
7,86.93
7,93.2
7,86.66
7,89.37
7,81.43
7,97.46
7,97.81
7,88.94
7,86.31
7,95.34
7,90.1
7,90.59
7,87.33
7,96.83
7,86.72
7,89.9
7,90.48
7,87.73
7,94.26
7,80.5
7,95.82
7,92.41
7,93.66
7,96.07
7,85.49
7,92.46
7,83.82
7,89.85
7,89.7
7,91.15
7,86.14
7,82.27
7,88.57
7,86.6
7,91.06
7,91.22
7,89.68
7,85.05
7,90.71
7,91.35
7,88.8
7,99.43
7,87.67
7,88.56
7,87.52
7,94.4
7,91.95
7,92.39
7,93.99
7,90.85
7,84.43
7,86.64
7,80.62
7,83.99
7,83.49
7,95.63
7,89.91
7,87.58
7,82.83
7,98.21
7,82.83
7,90.07
7,93.89
7,91.95
7,91.38
7,89.45
7,88.72
7,100.28
7,91.66
7,92.46
7,89.22
7,96.68
7,98.45
7,91.37
7,92.02
7,97.97
7,99.28
7,87.15
7,86.8
7,90.54
7,86.12
7,84.74
7,94.73
7,89.95
7,89.22
7,87.17
7,88.48
7,82.63
7,94.34
7,97.46
7,88.95
7,95.93
7,85.14
7,93.33
7,91.27
7,93.02
7,92.52
7,94.52
7,84.94
7,87.7
7,92.83
7,95.79
7,86.29
7,92.02
7,87.02
7,95.18
7,81.78
7,89.02
7,88.43
7,86.57
7,98.53
7,96.49
7,97.01
7,93.99
7,88.57
7,89.65
7,80.4
7,89.57
7,87.64
7,88.04
7,93.04
7,87.32
7,95.22
7,88.74
7,90.3
7,89.52
7,84.29
7,90.2
7,89.84
7,91.42
7,90.27
7,82.22
7,84.7
7,89.21
7,90.18
7,90.77
7,88.13
7,84.98
7,92.65
7,91.57
7,89.76
7,95.34
7,91.78
7,87.56
7,94.08
7,86.94
7,92.51
7,91.87
7,93.7
7,92.98
7,92.23
7,95.31
7,90.65
7,89.33
7,92.84
7,92.63
7,95.01
7,92.79
7,88.88
7,80.72
7,86.84
7,95.66
7,87.64
7,84.24
7,92.06
7,81.6
7,89.56
7,87.9
7,91.64
7,90.72
7,83.53
7,86.01
7,88.78
7,88.29
7,84.18
7,94.59
7,94.64
7,85.32
7,88.11
7,95.88
7,95.91
7,81.23
7,92.69
7,98.88
7,89.46
7,91.51
7,89.3
7,91.93
7,82.21
7,85.65
7,86.46
7,95.45
7,87.84
7,87.89
7,82.66
7,90.25
7,84.94
7,90.88
7,88.78
7,84.09
7,88.06
7,95.03
7,90.14
7,93.38
7,83.71
7,92.58
7,99.95
7,85.4
7,89.53
7,92.09
7,91.73
7,80.4
7,87.26
7,83.15
7,84.45
7,95.39
7,92.81
7,94.54
7,92.86
7,88.8
7,86.52
7,85.79
7,88.6
7,86.21
7,95.25
7,92.8
7,86.3
7,87.69
7,84.21
7,80.51
7,94.35
7,88.17
7,90.03
7,89.81
7,92.18
7,85.81
7,91.09
7,85.23
7,90.77
7,91.1
7,92.73
7,90.53
7,95.05
7,87.81
7,87.59
7,88.77
7,85.85
7,90.83
7,92.9
7,96.09
7,86.96
7,89.42
7,89.21
7,82.8
7,93.88
7,93.85
7,83.71
7,86.72
7,92.42
7,87.07
7,85.46
7,79.81
7,98.18
7,87.75
7,93.15
7,91.75
7,88.51
7,83.49
7,86.48
7,94.68
7,91.02
7,82.15
7,83.62
7,94.06
7,83.97
7,95.76
7,90.83
7,87.74
7,91.61
7,91.03
7,88.85
7,84.98
7,81.04
7,91.32
7,101.32
7,90.38
7,92.39
7,94.32
7,85.46
7,86.12
7,92.35
7,80.12
7,88.43
7,89.75
7,90
7,89.39
7,97.72
7,85.65
7,87.37
7,92.7
7,94.58
7,84.76
7,94.8
7,80.24
7,96.53
7,95.38
7,94.18
7,93.56
7,84.71
7,83.5
7,91.56
7,92.71
7,85.64
7,80.21
7,93.18
7,84.53
7,87.87
7,89.45
7,88.37
7,87.22
7,90.92
7,87.58
7,89.28
7,92.01
7,90.68
7,80.64
7,94.53
7,100.05
7,93.87
7,82.13
7,86.47
7,82.99
7,89.43
7,86.55
7,94.39
7,86.12
7,88.78
7,86.22
7,89.19
7,88.96
7,92.12
7,90.38
7,93.38
7,87.61
7,87.66
7,86.56
7,89.68
7,88.48
7,95.24
7,95.02
7,89.92
7,86.05
7,84.57
7,87.34
7,85.86
7,90
7,83.86
7,94.23
7,95.65
7,96.1
7,93.68
7,89.23
7,89.31
7,90.69
7,93
7,87.7
7,90.42
7,85.39
7,89.96
7,95.76
7,86.79
7,94.47
7,89.42
7,85.61
7,86.97
7,87.11
7,90.06
7,85.34
7,93.9
7,90.09
7,92.8
7,98.25
7,94.44
7,94.52
7,89
7,89.05
7,91.71
7,97.66
7,90.74
7,85.8
7,97.13
7,87.66
7,98.38
7,89.73
7,93.39
7,91.78
7,95.63
7,91.87
7,95.52
7,89.32
7,89.82
7,89.4
7,98.86
7,95.31
7,85.99
7,94.38
7,85.76
7,88.83
7,92.46
7,85.88
7,92.82
7,87.05
7,89.03
7,93.13
7,90.43
7,87.41
7,87.19
7,80.56
7,90.92
7,87.22
7,83.07
7,85.84
7,95.27
7,91.62
7,88.63
7,92.32
7,87.27
7,92.32
7,91.33
7,93.47
7,84.56
7,94.96
7,83.03
7,102.51
7,85.32
7,83.42
7,92.46
7,89.42
7,85.53
7,91.8
7,93.05
7,85.82
7,91.58
7,86.78
7,81.83
7,96.88
7,93.81
7,91.61
7,88.38
7,80.73
7,95.2
7,90.46
7,88.63
7,82.67
7,90.63
7,99.13
7,78.1
7,91.57
7,91.41
7,90
7,89.36
7,84.05
7,89.56
7,79.22
7,89.8
7,87.98
7,91.04
7,87.24
7,89.01
7,89.29
7,96.39
7,93.52
7,87.16
7,94.74
7,86.15
7,79.38
7,92.19
7,88.27
7,85.98
7,89.73
7,84.12
7,83.16
7,89.89
7,93.2
7,91.86
7,86.59
7,93.61
7,100.09
7,85.89
7,89.56
7,90.72
7,91.81
7,91.32
7,89.29
7,92.53
7,88.75
7,94.81
7,97.46
7,80.14
7,95.28
7,93.05
7,94.14
7,87.86
7,91.73
7,84.62
7,92.34
7,87.81
7,87.24
7,97.51
7,90.01
7,86.17
7,90.48
7,83.96
7,93.27
7,98.08
7,97.86
7,86.03
7,87.7
7,100.11
7,91.03
7,85.71
7,93
7,89.13
7,94.7
7,92.97
7,85.68
7,99.6
7,96.17
7,81.51
7,84.1
7,85.17
7,87.38
7,89.92
7,93.14
7,88.17
7,85.81
7,96.14
7,91.09
7,85.53
7,94.17
7,87.89
7,81.13
7,92.73
7,87.09
7,94.12
7,87.03
7,79.69
7,92.85
7,97.76
7,98.51
7,91.69
7,85.09
7,91.88
7,81.6
7,80.31
7,87.99
7,84.04
7,90.56
7,85.72
7,88.61
7,91.16
7,91.31
7,91.96
7,83.93
7,86.03
7,98.61
7,87.72
7,88.79
7,90.36
7,83.44
7,93.33
7,80.86
7,83.58
7,90.59
7,90.49
7,91.53
7,94.39
7,91.49
7,88.54
7,90.66
7,91.36
7,88.09
7,90.77
7,92.12
7,90.24
7,91.49
7,92.81
7,95.2
7,91.03
7,95.92
7,86.58
7,90.99
7,93.35
7,90.66
7,92.94
7,97.08
7,84.08
7,89.53
7,85.71
7,90.9
7,103.39
7,88.72
7,93.01
7,91.15
7,86.89
7,88.58
7,90.92
7,90.11
7,84.68
7,80.12
7,83.7
7,88.54
7,94.89
7,78.97
7,93.62
7,93.15
7,89.7
7,88.1
7,88.21
7,99.19
7,95.08
7,94.31
7,85.83
7,97.41
7,83.42
7,86.6
7,95.87
7,88.14
7,90.7
7,87.87
7,89.25
7,88.26
7,84.6
7,82.32
7,87.71
7,81.71
7,92.12
7,81.36
7,91.57
7,89.99
7,90.63
7,84.6
7,90.47
7,91.88
7,87.04
7,84.57
7,87.52
7,86.92
7,93.14
7,83.52
7,98.66
7,91.86
7,93.48
7,84.65
7,93.29
7,92.57
7,94.72
7,84.69
7,98.97
7,104.34
7,90.97
7,87.99
7,89.03
7,90.72
7,88.54
7,87.11
7,87.43
7,98.38
7,86.15
7,93.18
7,91.57
7,85.96
7,92.98
7,81.96
7,85.24
7,87.81
7,86.23
7,84.74
7,91.22
7,86.94
7,91.46
7,91.86
7,89.48
7,91.78
7,94.49
7,92.72
7,86.67
7,85.14
7,89.51
7,90.87
7,86.07
7,96.56
7,87.12
7,92.42
7,82.9
7,82.65
7,89.72
7,90.76
7,93.56
7,92.81
7,97.12
7,95.64
7,92.83
7,98.88
7,85.27
7,85.65
7,85.77
7,85.31
7,89.46
7,80.2
7,90.22
7,81.04
7,87.84
7,91.32
7,89.7
7,90.66
7,88.11
7,86.34
7,86.49
7,88.9
7,83.55
7,91.36
7,96.93
7,92.96
7,89.18
7,81.92
7,84.32
7,95.84
7,81.6
7,94.82
7,83.63
7,80.06
7,86.25
7,81.53
7,90.51
7,91.78
7,91.49
7,87.82
7,94.54
7,87.63
7,90.22
7,94.89
7,86.48
7,87.09
7,83.8
7,95.51
7,96.11
7,93.87
7,92.21
7,84.44
7,90.63
7,91.46
7,82.65
7,93.18
7,86.56
7,92.72
7,95.38
7,84.92
7,91.08
7,94.54
7,91.21
7,93.7
7,93.51
7,94.78
7,90.27
7,89.91
7,88.35
7,92.08
7,92.82
7,86.9
7,83.94
7,88.2
7,99.88
7,95.67
7,91
7,92.5
7,87.96
7,92.29
7,91.93
7,86.12
7,82.11
7,95.86
7,88.28
7,81.82
7,101.71
7,88.72
7,90.36
7,93.64
7,87.54
7,85.79
7,87.88
7,92.24
7,82.77
7,85.6
7,87.35
7,94.86
7,87.89
7,87.8
7,94.46
7,84.5
7,86.31
7,91.33
7,93.45
7,91.25
7,97.04
7,87.02
7,83.71
7,91.81
7,89.97
7,88.14
7,85.26
7,81.45
7,86.5
7,87.59
7,93.42
7,91.27
7,84.51
7,97.4
7,93.48
7,90.54
7,83.07
7,90.44
7,89.63
7,91.54
7,85.94
7,88.53
7,101.41
7,77.99
7,93.47
7,87.08
7,94.97
7,88.49
7,90.62
7,81.84
7,84.54
7,87.95
7,95.71
7,88.98
7,95.73
7,102.97
7,89.1
7,79.83
7,89.71
7,94.27
7,92.48
7,92.44
7,86.09
7,85.15
7,97.37
7,80.11
7,91.56
7,91.39
7,81.55
7,86.66
7,91.6
7,88.71
7,90.8
7,80.37
7,86.21
7,87.31
7,85.59
7,84.35
7,85.8
7,81.61
7,94.93
7,93.71
7,86.27
7,88.05
7,93.85
7,88.83
7,93.26
7,92.34
7,92.8
7,97.93
7,94.38
7,91.72
7,90.15
7,90.97
7,93.9
7,91.46
7,95.97
7,91.12
7,96.36
7,86.48
7,85.98
7,90.19
7,85.85
7,83.56
7,89.17
7,94.06
7,93.62
7,94.05
7,89.99
7,100.14
7,89.64
7,87.73
7,80.95
7,94.34
7,84.24
7,89.25
7,93.6
7,97.87
7,90.6
7,90.22
7,94.43
7,91.12
7,91.77
7,80.45
7,83.81
7,87.91
7,87.8
7,95.46
7,92.84
7,94.56
7,87.31
7,92.19
7,92.33
7,91.72
7,90.18
7,90.42
7,95.5
7,93.23
7,94.37
7,95.4
7,92.35
7,93.8
7,99.44
7,82.07
7,93.77
7,95.43
7,91.96
7,88.16
7,81.61
7,90.31
7,87
7,84.49
7,93.84
7,93.15
7,81.43
7,92.89
7,95.1
7,89.35
7,93.08
7,89.7
7,91.3
7,90.14
7,92.55
7,93.99
7,86.8
7,90.65
7,84.65
7,94.63
7,83.51
7,84.24
7,94.43
7,92.2
7,96.49
7,86.57
7,89.92
7,90.35
7,90.68
7,90.58
7,91.97
7,89.72
7,86.25
7,97.46
7,90.1
7,89.21
7,89.72
7,88.82
7,99.7
7,89.11
7,92.46
7,92.28
7,92.43
7,90.38
7,84.77
7,89.06
7,90.94
7,91.73
7,93.76
7,89.2
7,86.24
7,92.19
7,89.12
7,91.41
7,90.53
7,94.55
7,90.35
7,95.19
7,81.51
7,88.46
7,92.94
7,85.34
7,91.3
7,85.28
7,83.34
7,90.69
7,97.58
7,81.16
7,90.7
7,93.23
7,91.21
7,93.73
7,85.34
7,90.2
7,78.79
7,89.64
7,91.16
7,90.48
7,88.82
7,95.79
7,82.9
7,94.36
7,87.32
7,98.49
7,93.79
7,86.99
7,88.42
7,92.46
7,98.54
7,87.25
7,88.4
7,88.9
7,84.05
7,87.88
7,94.42
7,86.64
7,96.04
7,88.84
7,96.81
7,95.83
7,93.94
7,85.53
7,97.33
7,80.84
7,89.54
7,99.2
7,84.62
7,90.02
7,93.89
7,91.1
7,88.84
7,90.92
7,89.97
7,84.93
9,78.85
9,76.37
9,80.53
9,85.59
9,74.86
9,82.68
9,81.64
9,85.2
9,75.75
9,82.97
9,81.82
9,77.07
9,87.17
9,77.82
9,79.42
9,76.52
9,73.73
9,76.38
9,78.78
9,82.05
9,76.6
9,86.14
9,85.17
9,78.89
9,79.8
9,79.91
9,83.51
9,79.56
9,78.25
9,75.59
9,82.13
9,64.26
9,82.53
9,83.03
9,76.09
9,77.08
9,83.22
9,77.02
9,88.57
9,81.16
9,83.24
9,77.15
9,73.37
9,83.5
9,85.65
9,83.15
9,79.04
9,78.97
9,81.09
9,83.63
9,78.43
9,76.82
9,75.25
9,77.39
9,81.36
9,78.45
9,78.87
9,83.59
9,81.53
9,80.14
9,87.74
9,78.28
9,76.99
9,82.92
9,81.28
9,76.67
9,80.84
9,82.5
9,78.7
9,85.34
9,89.19
9,78.91
9,77.99
9,78.61
9,78.18
9,78.6
9,80.32
9,79.57
9,83.48
9,74.26
9,83.8
9,80.09
9,75.97
9,88.24
9,83.8
9,78.14
9,79.35
9,71.34
9,82.47
9,79.31
9,72.99
9,83.84
9,78.77
9,77.52
9,75.39
9,79.47
9,81.06
9,86.83
9,79.15
9,84.65
9,87.4
9,86.51
9,78.73
9,68.28
9,77.71
9,81.79
9,79.41
9,75.93
9,78.99
9,80.54
9,79.05
9,71.34
9,75.36
9,75.38
9,76.22
9,79.72
9,88.62
9,89.23
9,80.45
9,83.84
9,89.33
9,77.51
9,88.74
9,84.58
9,87.47
9,76.48
9,70.89
9,85.43
9,77.5
9,75.15
9,78.12
9,83.54
9,87.79
9,76.49
9,79.65
9,86.02
9,77.7
9,82.05
9,78.48
9,85.25
9,85.57
9,73.44
9,84.45
9,85.06
9,82.58
9,78.95
9,76.18
9,79.69
9,72.75
9,77.87
9,78
9,77.79
9,82.98
9,75.52
9,80.31
9,78.44
9,80.81
9,77.74
9,79.73
9,81.65
9,79.4
9,75.68
9,81.77
9,82.34
9,80.92
9,78.66
9,80.53
9,84.57
9,78.68
9,80.04
9,83.53
9,78.68
9,81.23
9,84.83
9,83.93
9,81.39
9,79.88
9,77.62
9,78.14
9,75.93
9,80.56
9,85.49
9,73.32
9,79.7
9,81.36
9,85.86
9,82.9
9,77.62
9,82.06
9,84.98
9,87.43
9,85.77
9,77.03
9,79.86
9,86.66
9,81.09
9,79.34
9,83.71
9,71.88
9,83.73
9,81.73
9,83.09
9,78.23
9,79.85
9,82.6
9,85.98
9,84.29
9,89.84
9,84.2
9,81.94
9,84.38
9,73.84
9,80.08
9,78
9,94.82
9,80.11
9,81.79
9,74.84
9,76.68
9,82.1
9,66.3
9,77.56
9,76.02
9,81.29
9,78.69
9,79.67
9,74.9
9,83.1
9,75.5
9,72.67
9,75.86
9,77.8
9,77.98
9,72.16
9,75.36
9,75.21
9,75.11
9,80.57
9,77.54
9,77.73
9,78.16
9,75.22
9,80.45
9,75.39
9,78.41
9,81.99
9,74.28
9,80.81
9,78.23
9,83.95
9,69.46
9,74.64
9,77.14
9,71.64
9,84.85
9,82.96
9,77.28
9,85.42
9,76.13
9,81.07
9,76.02
9,74.47
9,81.04
9,79.97
9,82.17
9,71.51
9,78.58
9,74.46
9,79.19
9,77.38
9,72.69
9,81.12
9,65.78
9,82.42
9,84.08
9,77.46
9,73.62
9,82.56
9,78.75
9,75.58
9,73.07
9,71.45
9,84.44
9,84.46
9,85.97
9,86.17
9,82.66
9,86.51
9,82.14
9,85.29
9,88.89
9,80.9
9,83
9,73.12
9,85.85
9,76.2
9,75.11
9,67.83
9,82.28
9,81.05
9,73.79
9,70.36
9,81.11
9,78.61
9,83.9
9,81.71
9,75.45
9,76.38
9,70.32
9,79.06
9,83.96
9,81.04
9,80.34
9,83.07
9,81.25
9,80.4
9,74.42
9,77.42
9,75.22
9,78.81
9,79.05
9,78.95
9,71.7
9,74.87
9,84.65
9,76.64
9,81.54
9,82.88
9,83.5
9,84.64
9,81.68
9,78.18
9,77.84
9,81.18
9,80.28
9,80.52
9,79.71
9,79.6
9,70.69
9,75.97
9,81.49
9,82.54
9,79.01
9,74.56
9,80.03
9,79.93
9,82.86
9,80.9
9,81.98
9,90.9
9,80.52
9,75.65
9,76.54
9,76.83
9,82.3
9,72.34
9,75.5
9,79.33
9,76.32
9,80.44
9,78.88
9,77.27
9,79.27
9,79.52
9,73.51
9,85.36
9,87.08
9,74.7
9,71.09
9,86.45
9,79.72
9,78.56
9,72.92
9,84.72
9,75.22
9,90.55
9,85.79
9,72.98
9,87.93
9,79.54
9,81.1
9,82.54
9,82.76
9,72.98
9,78.5
9,76
9,81.5
9,82.21
9,79.22
9,84.88
9,95.56
9,87.23
9,81.61
9,79.14
9,87.29
9,75.77
9,83.98
9,85.9
9,75.31
9,81.08
9,79.17
9,83.24
9,79.34
9,81.23
9,81.12
9,79.96
9,81.35
9,81.7
9,83.68
9,84.56
9,82.48
9,81.1
9,74.33
9,79.07
9,89.26
9,81.97
9,80.44
9,86.76
9,84.08
9,79.59
9,84.04
9,80.59
9,78.07
9,80.48
9,77.38
9,83.46
9,83.06
9,77.17
9,73.02
9,87.22
9,80.86
9,75.96
9,77.06
9,86.55
9,70.14
9,78.15
9,73.18
9,74.01
9,85.59
9,86.64
9,85.32
9,83.45
9,81.37
9,81.77
9,81.27
9,83.46
9,80.19
9,86.96
9,82.87
9,85.58
9,82.89
9,81.28
9,80.46
9,76.99
9,83.67
9,80.87
9,77.08
9,80.26
9,78.29
9,82.64
9,81.65
9,83.55
9,74.98
9,77.67
9,75.45
9,79.7
9,86.65
9,79.95
9,77.1
9,78.05
9,83.97
9,85.9
9,79.45
9,77.31
9,75.6
9,81.7
9,80.57
9,78.2
9,78.45
9,73.7
9,74.89
9,80.13
9,79.36
9,91.08
9,82.89
9,77.73
9,78.98
9,80.57
9,71.31
9,83.03
9,71.61
9,76.92
9,79.02
9,85.78
9,85.41
9,82.63
9,74.51
9,85.46
9,80.84
9,74.98
9,86.63
9,78.65
9,87.62
9,79.05
9,80.29
9,78.64
9,86.75
9,79.38
9,80.86
9,85.9
9,83.24
9,81.66
9,93.32
9,83.24
9,73.89
9,76.5
9,78.17
9,79.98
9,90.15
9,81.85
9,81.51
9,79.11
9,82.62
9,86.28
9,75.67
9,75.08
9,74.13
9,74.46
9,75.4
9,77.5
9,75.46
9,74.74
9,85.81
9,85.76
9,80.83
9,88.25
9,81.78
9,78.07
9,80.35
9,80.79
9,81.42
9,83.97
9,79.05
9,86.62
9,82.69
9,83.32
9,83.09
9,78.28
9,75.33
9,77.49
9,85.39
9,82.12
9,80.69
9,76.85
9,80.38
9,71.29
9,75.96
9,79.18
9,81.16
9,87.56
9,76.23
9,84.55
9,78.73
9,76.26
9,82.57
9,80.5
9,85.45
9,88.18
9,86.65
9,79.73
9,87.21
9,84.35
9,81.69
9,79.83
9,82.84
9,84.07
9,74.9
9,78.97
9,75.3
9,78.52
9,74.93
9,76.99
9,83.37
9,80.28
9,79.35
9,72.08
9,81.78
9,84.11
9,78.6
9,80.27
9,81.19
9,84.76
9,75.04
9,79.17
9,79.84
9,81.68
9,78.91
9,82.2
9,75.46
9,72.56
9,87.81
9,82.01
9,86.94
9,89.05
9,80.17
9,74.82
9,79.08
9,87.54
9,78.48
9,78.75
9,79.62
9,80.13
9,73.02
9,74.4
9,74.49
9,86.01
9,72.67
9,83.59
9,69.22
9,78.6
9,86.2
9,83.32
9,77.76
9,90.17
9,80.41
9,80.82
9,74.47
9,85.62
9,78.28
9,77.64
9,88.11
9,80.4
9,81.34
9,73.86
9,78.24
9,73.9
9,83.68
9,82.71
9,77.66
9,83.45
9,79.25
9,80.02
9,88.27
9,78.44
9,75.41
9,87.28
9,84.33
9,75.78
9,91.66
9,77.46
9,77.64
9,88.53
9,82.55
9,82.49
9,84.18
9,78.1
9,89.68
9,86.45
9,81.69
9,79.38
9,80.69
9,85.26
9,76.05
9,65
9,82.02
9,82.34
9,77.44
9,73.89
9,80.47
9,78.84
9,69.04
9,83.15
9,79.15
9,78.33
9,74.49
